session_id,app_start_time,game_count,level_of_difficulty_type_id,level_of_difficulty_type,low_range,high_range,range_size,winning_number,game_start_time,total_guesses,total_hints,total_guess_errors,outcome_id,outcome_type_id,outcome_type,score,feedback_type,improvement_area_id,recommendation_type,game_end_time,total_duration,won,play_again
1,2022-01-12 06:27:41,2,1.0,easy,1,10,10,5.0,2022-01-12 06:27:51,3.0,2.0,0,1.0,1.0,win,80.0,,,,2022-01-12 06:28:12,21.0,1,1.0
1,2022-01-12 06:27:41,2,1.0,easy,1,10,10,10.0,2022-01-12 06:28:18,1.0,,0,2.0,1.0,win,100.0,,,,2022-01-12 06:28:23,5.0,1,0.0
2,2022-01-12 06:32:49,1,1.0,easy,1,10,10,9.0,2022-01-12 06:33:32,3.0,2.0,0,3.0,1.0,win,80.0,,,,2022-01-12 06:37:06,214.0,1,0.0
3,2022-01-12 06:39:28,1,1.0,easy,1,10,10,5.0,2022-01-12 06:39:33,3.0,2.0,0,4.0,1.0,win,80.0,,,,2022-01-12 06:39:59,26.0,1,0.0
4,2022-01-12 06:54:29,1,1.0,easy,1,10,10,8.0,2022-01-12 06:54:34,3.0,2.0,0,5.0,1.0,win,80.0,,,,2022-01-12 06:54:53,19.0,1,0.0
5,2022-01-12 07:03:50,2,1.0,easy,1,10,10,2.0,2022-01-12 07:03:59,3.0,2.0,0,6.0,1.0,win,80.0,,,,2022-01-12 07:04:17,18.0,1,1.0
5,2022-01-12 07:03:50,2,1.0,easy,1,10,10,5.0,2022-01-12 07:04:21,3.0,2.0,0,7.0,1.0,win,80.0,,,,2022-01-12 07:04:40,19.0,1,0.0
6,2022-01-12 07:15:10,4,1.0,easy,1,10,10,9.0,2022-01-12 07:15:14,2.0,1.0,0,8.0,1.0,win,90.0,,,,2022-01-12 07:15:26,12.0,1,1.0
6,2022-01-12 07:15:10,4,2.0,medium,1,100,100,64.0,2022-01-12 07:15:33,2.0,1.0,0,9.0,1.0,win,80.0,,,,2022-01-12 07:15:56,23.0,1,1.0
6,2022-01-12 07:15:10,4,2.0,medium,1,100,100,63.0,2022-01-12 07:16:02,2.0,1.0,0,10.0,1.0,win,80.0,,,,2022-01-12 07:16:17,15.000000000000002,1,1.0
6,2022-01-12 07:15:10,4,4.0,custom,-1000,1000,2001,911.0,2022-01-12 07:16:29,3.0,2.0,0,11.0,1.0,win,80.0,,,,2022-01-12 07:17:31,62.00000000000001,1,0.0
7,2022-01-12 07:26:53,2,4.0,custom,-1000,1000,2001,528.0,2022-01-12 07:27:03,6.0,6.0,0,12.0,3.0,quit,,,,,2022-01-12 07:31:27,264.0,0,1.0
7,2022-01-12 07:26:53,2,1.0,easy,1,10,10,2.0,2022-01-12 07:31:34,3.0,2.0,0,13.0,1.0,win,80.0,improvement,2.0,,2022-01-12 07:31:52,18.0,1,0.0
8,2022-01-12 07:34:41,1,4.0,custom,-1000,1000,2001,-234.0,2022-01-12 07:34:51,5.0,3.0,1,14.0,1.0,win,60.0,,,,2022-01-12 07:35:51,60.00000000000001,1,0.0
9,2022-01-12 07:36:53,1,2.0,medium,1,100,100,61.0,2022-01-12 07:37:04,2.0,1.0,0,15.0,1.0,win,80.0,,,,2022-01-12 07:37:34,30.000000000000004,1,0.0
10,2022-01-12 07:38:51,1,1.0,easy,1,10,10,5.0,2022-01-12 07:38:56,4.0,3.0,0,16.0,1.0,win,70.0,,,,2022-01-12 07:39:33,37.0,1,0.0
11,2022-01-12 07:40:21,1,1.0,easy,1,10,10,5.0,2022-01-12 07:40:26,3.0,2.0,0,17.0,1.0,win,80.0,,,,2022-01-12 07:40:41,15.000000000000002,1,0.0
12,2022-01-12 07:41:59,2,4.0,custom,8,16,9,12.0,2022-01-12 07:42:09,2.0,1.0,0,18.0,1.0,win,90.0,,,,2022-01-12 07:42:30,21.0,1,1.0
12,2022-01-12 07:41:59,2,4.0,custom,8,16,9,10.0,2022-01-12 07:43:16,2.0,1.0,0,19.0,1.0,win,90.0,recommendation,,level of difficulty,2022-01-12 07:43:34,18.0,1,0.0
14,2022-01-12 07:51:05,1,1.0,easy,1,10,10,10.0,2022-01-12 07:51:08,2.0,1.0,0,20.0,1.0,win,90.0,,,,2022-01-12 07:51:22,14.0,1,0.0
15,2022-01-12 07:57:06,1,2.0,medium,1,100,100,45.0,2022-01-12 07:57:12,3.0,2.0,0,21.0,1.0,win,60.0,,,,2022-01-12 07:57:44,32.0,1,0.0
16,2022-01-12 07:59:56,1,1.0,easy,1,10,10,7.0,2022-01-12 08:00:02,6.0,5.0,0,22.0,1.0,win,50.0,improvement,3.0,,2022-01-12 08:01:12,70.0,1,0.0
17,2022-01-12 08:05:15,1,1.0,easy,1,10,10,9.0,2022-01-12 08:05:28,2.0,1.0,0,23.0,1.0,win,90.0,,,,2022-01-12 08:05:50,22.0,1,0.0
18,2022-01-12 08:07:37,1,4.0,custom,10,50,41,29.0,2022-01-12 08:07:50,3.0,2.0,0,24.0,1.0,win,80.0,improvement,2.0,,2022-01-12 08:08:32,42.0,1,0.0
19,2022-01-12 08:10:50,1,4.0,custom,10,50,41,23.0,2022-01-12 08:11:00,3.0,2.0,0,25.0,1.0,win,80.0,,,,2022-01-12 08:11:37,37.0,1,0.0
20,2022-01-12 08:18:23,1,2.0,medium,1,100,100,40.0,2022-01-12 08:18:27,4.0,3.0,0,26.0,1.0,win,40.0,,,,2022-01-12 08:19:03,36.0,1,0.0
21,2022-01-12 08:24:21,2,1.0,easy,1,10,10,10.0,2022-01-12 08:24:26,9.0,9.0,0,27.0,2.0,lose,,improvement,2.0,,2022-01-12 08:24:42,16.0,0,1.0
21,2022-01-12 08:24:21,2,1.0,easy,1,10,10,2.0,2022-01-12 08:24:45,6.0,6.0,0,,,,,,,,,,0,
22,2022-01-12 08:25:41,1,1.0,easy,1,10,10,6.0,2022-01-12 08:25:45,9.0,9.0,0,28.0,3.0,quit,,,,,2022-01-12 08:26:21,36.0,0,0.0
23,2022-01-12 08:28:17,2,1.0,easy,1,10,10,10.0,2022-01-12 08:28:22,3.0,3.0,0,29.0,3.0,quit,,,,,2022-01-12 08:28:31,9.0,0,1.0
23,2022-01-12 08:28:17,2,1.0,easy,1,10,10,5.0,2022-01-12 08:28:35,5.0,5.0,0,30.0,3.0,quit,,,,,2022-01-12 08:28:57,22.0,0,0.0
24,2022-01-12 08:30:08,2,1.0,easy,1,10,10,10.0,2022-01-12 08:30:15,1.0,,0,31.0,1.0,win,100.0,,,,2022-01-12 08:30:18,3.0,1,1.0
24,2022-01-12 08:30:08,2,1.0,easy,1,10,10,4.0,2022-01-12 08:30:20,7.0,7.0,0,32.0,3.0,quit,,,,,2022-01-12 08:31:05,45.0,0,0.0
25,2022-01-12 08:37:58,1,1.0,easy,1,10,10,4.0,2022-01-12 08:38:02,6.0,6.0,0,,,,,,,,,,0,
26,2022-01-12 08:38:59,1,1.0,easy,1,10,10,9.0,2022-01-12 08:39:03,8.0,7.0,0,33.0,1.0,win,30.0,improvement,2.0,,2022-01-12 08:39:39,36.0,1,0.0
27,2022-01-13 18:40:50,2,2.0,medium,1,100,100,96.0,2022-01-13 18:40:56,2.0,1.0,0,34.0,1.0,win,80.0,,,,2022-01-13 18:41:06,10.0,1,1.0
27,2022-01-13 18:40:50,2,2.0,medium,1,100,100,23.0,2022-01-13 18:41:13,2.0,1.0,0,35.0,1.0,win,80.0,recommendation,,level of difficulty,2022-01-13 18:41:24,11.0,1,0.0
28,2022-01-13 18:59:43,2,3.0,hard,1,1000,1000,467.0,2022-01-13 18:59:49,2.0,1.0,0,36.0,1.0,win,75.0,,,,2022-01-13 19:00:08,19.0,1,1.0
28,2022-01-13 18:59:43,2,2.0,medium,1,100,100,79.0,2022-01-13 19:00:14,3.0,2.0,0,37.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-13 19:00:51,37.0,1,0.0
29,2022-01-13 19:14:58,2,2.0,medium,1,100,100,45.0,2022-01-13 19:15:06,5.0,3.0,1,38.0,1.0,win,20.0,,,,2022-01-13 19:15:48,42.0,1,1.0
29,2022-01-13 19:14:58,2,4.0,custom,3,7,5,3.0,2022-01-13 19:16:02,2.0,1.0,0,39.0,1.0,win,90.0,recommendation,,level of difficulty,2022-01-13 19:16:17,15.000000000000002,1,0.0
30,2022-01-13 19:22:29,2,1.0,easy,1,10,10,7.0,2022-01-13 19:22:39,2.0,1.0,0,40.0,1.0,win,90.0,,,,2022-01-13 19:22:49,10.0,1,1.0
30,2022-01-13 19:22:29,2,4.0,custom,-5,0,6,-2.0,2022-01-13 19:23:06,2.0,1.0,0,41.0,1.0,win,90.0,recommendation,,level of difficulty,2022-01-13 19:23:20,14.0,1,0.0
31,2022-01-13 19:43:03,1,2.0,medium,1,100,100,48.0,2022-01-13 19:43:08,4.0,3.0,0,42.0,1.0,win,40.0,,,,2022-01-13 19:45:41,153.0,1,0.0
32,2022-01-13 19:49:41,3,2.0,medium,1,100,100,43.0,2022-01-13 19:49:47,3.0,2.0,0,43.0,1.0,win,60.0,,,,2022-01-13 19:50:18,31.000000000000004,1,1.0
32,2022-01-13 19:49:41,3,2.0,medium,1,100,100,6.0,2022-01-13 19:50:22,4.0,4.0,0,44.0,2.0,lose,,improvement,2.0,,2022-01-13 19:51:37,75.0,0,1.0
32,2022-01-13 19:49:41,3,2.0,medium,1,100,100,41.0,2022-01-13 19:51:47,3.0,2.0,0,45.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-13 19:52:16,29.000000000000004,1,0.0
33,2022-01-13 19:54:09,1,2.0,medium,1,100,100,47.0,2022-01-13 19:54:16,4.0,4.0,0,46.0,2.0,lose,,,,,2022-01-13 19:55:02,46.0,0,0.0
34,2022-01-13 19:57:18,1,2.0,medium,1,100,100,69.0,2022-01-13 19:57:22,2.0,1.0,0,47.0,1.0,win,80.0,,,,2022-01-13 19:57:47,25.0,1,0.0
35,2022-01-13 19:59:02,1,3.0,hard,1,1000,1000,961.0,2022-01-13 19:59:09,3.0,3.0,0,48.0,2.0,lose,,,,,2022-01-13 20:01:25,136.0,0,0.0
36,2022-01-13 20:03:06,2,1.0,easy,1,10,10,9.0,2022-01-13 20:03:14,2.0,,1,49.0,1.0,win,90.0,,,,2022-01-13 20:03:24,10.0,1,1.0
36,2022-01-13 20:03:06,2,1.0,easy,1,10,10,8.0,2022-01-13 20:03:27,2.0,1.0,0,50.0,1.0,win,90.0,recommendation,,level of difficulty,2022-01-13 20:03:41,14.0,1,0.0
37,2022-01-13 20:06:53,1,1.0,easy,1,10,10,8.0,2022-01-13 20:06:58,2.0,1.0,0,51.0,1.0,win,90.0,,,,2022-01-13 20:07:06,8.0,1,0.0
38,2022-01-13 20:08:57,1,2.0,medium,1,100,100,21.0,2022-01-13 20:09:02,4.0,3.0,0,52.0,1.0,win,40.0,improvement,2.0,,2022-01-13 20:09:53,51.0,1,0.0
39,2022-01-13 21:49:38,2,2.0,medium,1,100,100,32.0,2022-01-13 21:49:46,4.0,3.0,0,53.0,1.0,win,40.0,,,,2022-01-13 21:50:12,26.0,1,1.0
39,2022-01-13 21:49:38,2,2.0,medium,1,100,100,6.0,2022-01-13 21:50:17,3.0,2.0,0,54.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-13 21:50:38,21.0,1,0.0
40,2022-01-13 22:07:35,2,2.0,medium,1,100,100,63.0,2022-01-13 22:07:43,3.0,2.0,0,55.0,1.0,win,60.0,,,,2022-01-13 22:09:00,77.0,1,1.0
40,2022-01-13 22:07:35,2,2.0,medium,1,100,100,76.0,2022-01-13 22:09:03,4.0,3.0,0,56.0,1.0,win,40.0,recommendation,,level of difficulty,2022-01-13 22:10:28,85.0,1,0.0
41,2022-01-13 22:16:25,2,1.0,easy,1,10,10,9.0,2022-01-13 22:16:33,3.0,2.0,0,57.0,1.0,win,80.0,,,,2022-01-13 22:16:49,16.0,1,1.0
41,2022-01-13 22:16:25,2,1.0,easy,1,10,10,6.0,2022-01-13 22:16:53,2.0,1.0,0,58.0,1.0,win,90.0,recommendation,,level of difficulty,2022-01-13 22:17:04,11.0,1,0.0
42,2022-01-13 22:28:08,3,2.0,medium,1,100,100,22.0,2022-01-13 22:28:13,4.0,3.0,0,59.0,1.0,win,40.0,,,,2022-01-13 22:28:40,27.0,1,1.0
42,2022-01-13 22:28:08,3,2.0,medium,1,100,100,66.0,2022-01-13 22:28:44,2.0,1.0,0,60.0,1.0,win,80.0,recommendation,,level of difficulty,2022-01-13 22:28:55,11.0,1,1.0
42,2022-01-13 22:28:08,3,3.0,hard,1,1000,1000,515.0,2022-01-13 22:29:01,4.0,3.0,0,61.0,1.0,win,25.0,recommendation,,target score,2022-01-13 22:31:55,174.0,1,0.0
43,2022-01-13 22:42:37,3,2.0,medium,1,100,100,16.0,2022-01-13 22:42:44,4.0,3.0,0,62.0,1.0,win,40.0,,,,2022-01-13 22:43:06,22.0,1,1.0
43,2022-01-13 22:42:37,3,2.0,medium,1,100,100,39.0,2022-01-13 22:43:09,3.0,2.0,0,63.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-13 22:43:40,31.000000000000004,1,1.0
43,2022-01-13 22:42:37,3,3.0,hard,1,1000,1000,229.0,2022-01-13 22:43:48,4.0,3.0,0,64.0,1.0,win,25.0,recommendation,,level of difficulty,2022-01-13 22:44:50,62.00000000000001,1,0.0
44,2022-01-13 22:52:52,2,2.0,medium,1,100,100,41.0,2022-01-13 22:53:01,4.0,3.0,0,65.0,1.0,win,40.0,improvement,6.0,,2022-01-13 22:53:39,38.0,1,1.0
44,2022-01-13 22:52:52,2,2.0,medium,1,100,100,89.0,2022-01-13 22:53:43,2.0,1.0,0,66.0,1.0,win,80.0,recommendation,,level of difficulty,2022-01-13 22:53:59,16.0,1,0.0
45,2022-01-13 22:57:46,2,1.0,easy,1,10,10,1.0,2022-01-13 22:57:52,2.0,1.0,0,67.0,1.0,win,90.0,,,,2022-01-13 22:58:04,12.0,1,1.0
45,2022-01-13 22:57:46,2,1.0,easy,1,10,10,6.0,2022-01-13 22:58:07,3.0,2.0,0,68.0,1.0,win,80.0,recommendation,,target score,2022-01-13 22:58:21,14.0,1,0.0
46,2022-01-13 23:09:57,2,2.0,medium,1,100,100,22.0,2022-01-13 23:10:06,4.0,3.0,0,69.0,1.0,win,40.0,,,,2022-01-13 23:11:23,77.0,1,1.0
46,2022-01-13 23:09:57,2,2.0,medium,1,100,100,45.0,2022-01-13 23:11:28,4.0,3.0,0,70.0,1.0,win,40.0,recommendation,,target score,2022-01-13 23:11:59,31.000000000000004,1,0.0
47,2022-01-13 23:17:42,2,2.0,medium,1,100,100,48.0,2022-01-13 23:17:47,3.0,2.0,0,71.0,1.0,win,60.0,,,,2022-01-13 23:18:03,16.0,1,1.0
47,2022-01-13 23:17:42,2,2.0,medium,1,100,100,92.0,2022-01-13 23:18:06,2.0,1.0,0,72.0,1.0,win,80.0,recommendation,,level of difficulty,2022-01-13 23:18:20,14.0,1,0.0
48,2022-01-14 07:43:15,3,2.0,medium,1,100,100,54.0,2022-01-14 07:43:25,4.0,3.0,0,73.0,1.0,win,40.0,,,,2022-01-14 07:46:03,158.0,1,1.0
48,2022-01-14 07:43:15,3,2.0,medium,1,100,100,49.0,2022-01-14 07:46:10,3.0,2.0,0,74.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-14 07:46:35,25.0,1,1.0
48,2022-01-14 07:43:15,3,3.0,hard,1,1000,1000,745.0,2022-01-14 07:46:43,2.0,1.0,0,75.0,1.0,win,75.0,recommendation,,level of difficulty,2022-01-14 07:46:56,13.0,1,0.0
49,2022-01-14 08:21:56,2,1.0,easy,1,10,10,7.0,2022-01-14 08:22:04,2.0,1.0,0,76.0,1.0,win,90.0,,,,2022-01-14 08:22:15,11.0,1,1.0
49,2022-01-14 08:21:56,2,1.0,easy,1,10,10,4.0,2022-01-14 08:22:18,3.0,2.0,0,77.0,1.0,win,80.0,recommendation,,target score,2022-01-14 08:22:30,12.0,1,0.0
50,2022-01-14 08:27:59,1,2.0,medium,1,100,100,11.0,2022-01-14 08:28:07,3.0,2.0,0,78.0,1.0,win,60.0,,,,2022-01-14 08:28:33,26.0,1,0.0
51,2022-01-14 08:31:44,1,2.0,medium,1,100,100,72.0,2022-01-14 08:31:50,3.0,2.0,0,79.0,1.0,win,60.0,,,,2022-01-14 08:32:18,28.0,1,0.0
52,2022-01-14 13:05:09,3,2.0,medium,1,100,100,22.0,2022-01-14 13:05:18,3.0,2.0,0,80.0,1.0,win,60.0,,,,2022-01-14 13:05:50,32.0,1,1.0
52,2022-01-14 13:05:09,3,2.0,medium,1,100,100,14.0,2022-01-14 13:05:53,3.0,2.0,0,81.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-14 13:06:11,18.0,1,1.0
52,2022-01-14 13:05:09,3,3.0,hard,1,1000,1000,105.0,2022-01-14 13:06:17,3.0,3.0,0,82.0,2.0,lose,,,,,2022-01-14 13:08:08,111.0,0,0.0
53,2022-01-14 14:13:11,3,2.0,medium,1,100,100,49.0,2022-01-14 14:13:18,2.0,1.0,0,83.0,1.0,win,80.0,,,,2022-01-14 14:14:25,67.0,1,1.0
53,2022-01-14 14:13:11,3,2.0,medium,1,100,100,33.0,2022-01-14 14:14:29,3.0,2.0,0,84.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-14 14:14:46,17.0,1,1.0
53,2022-01-14 14:13:11,3,2.0,medium,1,100,100,82.0,2022-01-14 14:14:50,5.0,4.0,0,85.0,1.0,win,20.0,recommendation,,target score,2022-01-14 14:15:22,32.0,1,0.0
54,2022-01-14 14:21:03,2,2.0,medium,1,100,100,19.0,2022-01-14 14:21:09,4.0,3.0,0,86.0,1.0,win,40.0,,,,2022-01-14 14:21:36,27.0,1,1.0
54,2022-01-14 14:21:03,2,2.0,medium,1,100,100,84.0,2022-01-14 14:21:40,4.0,4.0,0,87.0,2.0,lose,,improvement,3.0,,2022-01-14 14:22:43,63.00000000000001,0,0.0
55,2022-01-14 14:30:18,3,1.0,easy,1,10,10,9.0,2022-01-14 14:30:24,3.0,2.0,0,88.0,1.0,win,80.0,,,,2022-01-14 14:30:37,13.0,1,1.0
55,2022-01-14 14:30:18,3,1.0,easy,1,10,10,2.0,2022-01-14 14:30:40,3.0,2.0,0,89.0,1.0,win,80.0,recommendation,,target score,2022-01-14 14:30:52,12.0,1,1.0
55,2022-01-14 14:30:18,3,2.0,medium,1,100,100,67.0,2022-01-14 14:30:59,3.0,2.0,0,90.0,1.0,win,60.0,improvement,7.0,,2022-01-14 14:31:19,20.0,1,0.0
56,2022-01-14 19:18:35,4,2.0,medium,1,100,100,39.0,2022-01-14 19:18:43,3.0,2.0,0,91.0,1.0,win,60.0,,,,2022-01-14 19:19:17,34.0,1,1.0
56,2022-01-14 19:18:35,4,2.0,medium,1,100,100,18.0,2022-01-14 19:19:20,3.0,2.0,0,92.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-14 19:19:49,29.000000000000004,1,1.0
56,2022-01-14 19:18:35,4,3.0,hard,1,1000,1000,233.0,2022-01-14 19:19:55,4.0,3.0,0,93.0,1.0,win,25.0,improvement,7.0,,2022-01-14 19:21:00,65.0,1,1.0
56,2022-01-14 19:18:35,4,3.0,hard,1,1000,1000,11.0,2022-01-14 19:21:06,3.0,3.0,0,94.0,2.0,lose,,,,,2022-01-14 19:23:24,138.0,0,0.0
57,2022-01-20 09:24:30,1,3.0,hard,1,1000,1000,346.0,2022-01-20 09:24:43,3.0,2.0,0,95.0,1.0,win,50.0,,,,2022-01-20 09:26:16,93.0,1,1.0
58,2022-01-20 10:23:34,2,2.0,medium,1,100,100,52.0,2022-01-20 10:24:15,2.0,1.0,0,96.0,1.0,win,80.0,,,,2022-01-20 10:24:34,19.0,1,1.0
58,2022-01-20 10:23:34,2,1.0,easy,1,10,10,4.0,2022-01-20 10:25:20,3.0,2.0,0,97.0,1.0,win,80.0,,,,2022-01-20 10:26:12,52.0,1,0.0
59,2022-01-20 10:27:44,2,3.0,hard,1,1000,1000,857.0,2022-01-20 10:28:01,3.0,3.0,0,98.0,3.0,quit,,,,,2022-01-20 10:31:08,187.0,0,1.0
59,2022-01-20 10:27:44,2,4.0,custom,25,75,51,60.0,2022-01-20 10:33:15,2.0,1.0,0,99.0,1.0,win,90.0,,,,2022-01-20 10:33:35,20.0,1,0.0
60,2022-01-20 10:36:36,4,2.0,medium,1,100,100,9.0,2022-01-20 10:36:52,5.0,4.0,0,100.0,1.0,win,20.0,improvement,2.0,,2022-01-20 10:38:34,102.0,1,1.0
60,2022-01-20 10:36:36,4,2.0,medium,1,100,100,91.0,2022-01-20 10:39:12,4.0,4.0,0,101.0,2.0,lose,,,,,2022-01-20 10:40:04,52.0,0,1.0
60,2022-01-20 10:36:36,4,2.0,medium,1,100,100,33.0,2022-01-20 10:40:07,3.0,2.0,0,102.0,1.0,win,60.0,recommendation,,level of difficulty,2022-01-20 10:40:27,20.0,1,1.0
60,2022-01-20 10:36:36,4,2.0,medium,1,100,100,64.0,2022-01-20 10:55:05,2.0,,2,,,,,,,,,,0,
61,2022-01-20 15:07:17,2,1.0,easy,1,10,10,7.0,2022-01-20 15:07:25,3.0,2.0,0,103.0,1.0,win,80.0,improvement,2.0,,2022-01-20 15:07:39,14.0,1,1.0
61,2022-01-20 15:07:17,2,1.0,easy,1,10,10,6.0,2022-01-20 15:07:50,3.0,2.0,0,104.0,1.0,win,80.0,improvement,1.0,,2022-01-20 15:08:10,20.0,1,0.0
64,2022-01-21 20:31:20,2,1.0,easy,1,10,10,7.0,2022-01-21 20:31:27,2.0,1.0,0,105.0,1.0,win,90.0,,,,2022-01-21 20:31:36,9.0,1,1.0
64,2022-01-21 20:31:20,2,1.0,easy,1,10,10,8.0,2022-01-21 20:31:40,3.0,2.0,0,106.0,1.0,win,80.0,,,,2022-01-21 20:31:57,17.0,1,0.0
65,2022-01-21 20:45:20,2,1.0,easy,1,10,10,3.0,2022-01-21 20:45:30,3.0,2.0,0,107.0,1.0,win,80.0,,,,2022-01-21 20:45:43,13.0,1,1.0
