session_id,app_start_time,game_count,level_of_difficulty_type_id,level_of_difficulty_type,low_range,high_range,range_size,winning_number,game_start_time,total_guesses,total_hints,total_guess_errors,outcome_id,outcome_type_id,outcome_type,score,feedback_type,improvement_area_id,recommendation_type,game_end_time,total_duration,won,play_again
196,2022-02-06 15:15:53,7,4.0,custom,1,150,150,119.0,2022-02-06 15:16:39,3.0,2.0,0,310.0,1.0,win,80.0,,,,2022-02-06 15:17:56,77.0,1,1.0
196,2022-02-06 15:15:53,7,4.0,custom,1,150,150,139.0,2022-02-06 15:18:19,3.0,2.0,0,311.0,1.0,win,80.0,improvement,2.0,,2022-02-06 15:18:52,33.0,1,1.0
196,2022-02-06 15:15:53,7,4.0,custom,1,250,250,82.0,2022-02-06 15:19:16,3.0,2.0,0,312.0,1.0,win,80.0,recommendation,,target score,2022-02-06 15:20:18,62.00000000000001,1,1.0
196,2022-02-06 15:15:53,7,4.0,custom,1,600,600,382.0,2022-02-06 15:20:39,2.0,1.0,0,313.0,1.0,win,90.0,recommendation,,level of difficulty,2022-02-06 15:21:55,76.0,1,1.0
196,2022-02-06 15:15:53,7,4.0,custom,1,800,800,118.0,2022-02-06 15:22:12,4.0,3.0,0,314.0,1.0,win,70.0,recommendation,,target score,2022-02-06 15:24:04,112.0,1,1.0
196,2022-02-06 15:15:53,7,3.0,hard,1,1000,1000,993.0,2022-02-06 15:24:09,2.0,1.0,0,315.0,1.0,win,75.0,recommendation,,level of difficulty,2022-02-06 15:24:26,17.0,1,1.0
196,2022-02-06 15:15:53,7,3.0,hard,1,1000,1000,747.0,2022-02-06 15:24:40,3.0,2.0,0,316.0,1.0,win,50.0,recommendation,,target score,2022-02-06 15:25:33,53.0,1,0.0
197,2022-02-06 15:50:26,2,2.0,medium,1,100,100,87.0,2022-02-06 15:50:42,3.0,2.0,0,317.0,1.0,win,60.0,,,,2022-02-06 15:51:24,42.0,1,1.0
197,2022-02-06 15:50:26,2,2.0,medium,1,100,100,25.0,2022-02-06 15:51:29,3.0,2.0,0,318.0,1.0,win,60.0,recommendation,,target score,2022-02-06 15:51:45,16.0,1,0.0
198,2022-02-06 18:48:22,2,2.0,medium,1,100,100,84.0,2022-02-06 18:48:37,4.0,3.0,0,319.0,1.0,win,40.0,,,,2022-02-06 18:49:40,63.00000000000001,1,1.0
198,2022-02-06 18:48:22,2,2.0,medium,1,100,100,91.0,2022-02-06 18:50:16,3.0,2.0,0,320.0,1.0,win,60.0,recommendation,,target score,2022-02-06 18:50:37,21.0,1,0.0
203,2022-02-07 11:24:05,1,1.0,easy,1,10,10,8.0,2022-02-07 11:24:22,1.0,,0,321.0,1.0,win,100.0,,,,2022-02-07 11:24:29,7.0,1,0.0
204,2022-02-07 11:32:08,2,1.0,easy,1,10,10,3.0,2022-02-07 11:32:30,2.0,1.0,0,322.0,1.0,win,90.0,,,,2022-02-07 11:32:42,12.0,1,1.0
204,2022-02-07 11:32:08,2,1.0,easy,1,10,10,5.0,2022-02-07 11:32:55,2.0,1.0,0,323.0,1.0,win,90.0,,,,2022-02-07 11:33:04,9.0,1,0.0
205,2022-02-07 11:35:01,2,1.0,easy,1,10,10,8.0,2022-02-07 11:35:27,2.0,1.0,0,324.0,1.0,win,90.0,,,,2022-02-07 11:35:35,8.0,1,1.0
205,2022-02-07 11:35:01,2,1.0,easy,1,10,10,10.0,2022-02-07 11:35:39,2.0,1.0,0,325.0,1.0,win,90.0,,,,2022-02-07 11:35:47,8.0,1,0.0
206,2022-02-07 11:36:59,8,1.0,easy,1,10,10,9.0,2022-02-07 11:37:13,3.0,2.0,0,326.0,1.0,win,80.0,,,,2022-02-07 11:37:26,13.0,1,1.0
206,2022-02-07 11:36:59,8,1.0,easy,1,10,10,8.0,2022-02-07 11:37:29,3.0,2.0,0,327.0,1.0,win,80.0,recommendation,,target score,2022-02-07 11:37:42,13.0,1,1.0
206,2022-02-07 11:36:59,8,1.0,easy,1,10,10,9.0,2022-02-07 11:37:48,2.0,1.0,0,328.0,1.0,win,90.0,recommendation,,level of difficulty,2022-02-07 11:38:00,12.0,1,1.0
206,2022-02-07 11:36:59,8,2.0,medium,1,100,100,64.0,2022-02-07 11:38:08,4.0,4.0,0,329.0,2.0,lose,,improvement,1.0,,2022-02-07 11:39:14,66.0,0,1.0
206,2022-02-07 11:36:59,8,2.0,medium,1,100,100,21.0,2022-02-07 11:39:22,4.0,3.0,0,330.0,1.0,win,40.0,recommendation,,target score,2022-02-07 11:40:33,71.0,1,1.0
206,2022-02-07 11:36:59,8,3.0,hard,1,1000,1000,649.0,2022-02-07 11:40:40,3.0,2.0,0,331.0,1.0,win,50.0,improvement,2.0,,2022-02-07 11:41:27,47.0,1,1.0
206,2022-02-07 11:36:59,8,4.0,custom,1,5,5,5.0,2022-02-07 11:41:37,5.0,2.0,2,332.0,1.0,win,60.0,recommendation,,target score,2022-02-07 11:42:14,37.0,1,1.0
206,2022-02-07 11:36:59,8,4.0,custom,-9,7,17,6.0,2022-02-07 11:43:03,1.0,,0,333.0,1.0,win,100.0,recommendation,,level of difficulty,2022-02-07 11:43:09,6.0,1,0.0
210,2022-02-07 19:37:38,6,1.0,easy,1,10,10,9.0,2022-02-07 19:37:54,3.0,2.0,0,334.0,1.0,win,80.0,,,,2022-02-07 19:38:08,14.0,1,1.0
210,2022-02-07 19:37:38,6,1.0,easy,1,10,10,4.0,2022-02-07 19:38:13,2.0,1.0,0,335.0,1.0,win,90.0,recommendation,,level of difficulty,2022-02-07 19:38:21,8.0,1,1.0
210,2022-02-07 19:37:38,6,2.0,medium,1,100,100,62.0,2022-02-07 19:38:26,3.0,2.0,0,336.0,1.0,win,60.0,recommendation,,target score,2022-02-07 19:38:42,16.0,1,1.0
210,2022-02-07 19:37:38,6,2.0,medium,1,100,100,83.0,2022-02-07 19:38:46,3.0,2.0,0,337.0,1.0,win,60.0,improvement,2.0,,2022-02-07 19:39:08,22.0,1,1.0
210,2022-02-07 19:37:38,6,4.0,custom,4,53,50,41.0,2022-02-07 19:39:32,5.0,2.0,2,338.0,1.0,win,60.0,recommendation,,target score,2022-02-07 19:40:09,37.0,1,1.0
210,2022-02-07 19:37:38,6,3.0,hard,1,1000,1000,904.0,2022-02-07 19:40:14,4.0,3.0,0,339.0,1.0,win,25.0,recommendation,,target score,2022-02-07 19:40:59,45.0,1,0.0
216,2022-02-08 08:35:10,1,4.0,custom,1,25,25,10.0,2022-02-08 08:35:24,4.0,1.0,2,,,,,,,,,,0,
217,2022-02-08 11:01:37,1,1.0,easy,1,10,10,1.0,2022-02-08 11:01:50,3.0,2.0,0,340.0,1.0,win,80.0,,,,2022-02-08 11:02:05,15.000000000000002,1,1.0
218,2022-02-08 11:04:30,1,1.0,easy,1,10,10,1.0,2022-02-08 11:04:43,2.0,1.0,0,341.0,1.0,win,90.0,,,,2022-02-08 11:04:54,11.0,1,1.0
219,2022-02-08 11:15:49,7,1.0,easy,1,10,10,8.0,2022-02-08 11:16:01,6.0,3.0,2,342.0,1.0,win,50.0,,,,2022-02-08 11:16:34,33.0,1,1.0
219,2022-02-08 11:15:49,7,1.0,easy,1,10,10,5.0,2022-02-08 11:16:44,2.0,1.0,0,343.0,1.0,win,90.0,recommendation,,level of difficulty,2022-02-08 11:16:52,8.0,1,1.0
219,2022-02-08 11:15:49,7,2.0,medium,1,100,100,33.0,2022-02-08 11:17:08,3.0,2.0,0,344.0,1.0,win,60.0,recommendation,,target score,2022-02-08 11:17:52,44.0,1,1.0
219,2022-02-08 11:15:49,7,2.0,medium,1,100,100,23.0,2022-02-08 11:17:57,3.0,2.0,0,345.0,1.0,win,60.0,recommendation,,target score,2022-02-08 11:18:12,15.000000000000002,1,1.0
219,2022-02-08 11:15:49,7,3.0,hard,1,1000,1000,118.0,2022-02-08 11:18:18,4.0,3.0,0,346.0,1.0,win,25.0,improvement,1.0,,2022-02-08 11:20:00,102.0,1,1.0
219,2022-02-08 11:15:49,7,3.0,hard,1,1000,1000,503.0,2022-02-08 11:20:09,3.0,3.0,0,347.0,2.0,lose,,improvement,5.0,,2022-02-08 11:20:41,32.0,0,1.0
219,2022-02-08 11:15:49,7,4.0,custom,1,20,20,3.0,2022-02-08 11:20:56,3.0,2.0,0,348.0,1.0,win,80.0,recommendation,,target score,2022-02-08 11:21:19,23.0,1,0.0
220,2022-02-08 14:37:07,1,4.0,custom,1,25,25,25.0,2022-02-08 14:37:27,3.0,2.0,0,349.0,1.0,win,80.0,,,,2022-02-08 14:37:45,18.0,1,0.0
223,2022-02-10 21:14:51,1,1.0,easy,1,10,10,3.0,2022-02-10 21:15:08,3.0,2.0,0,350.0,1.0,win,80.0,,,,2022-02-10 21:15:22,14.0,1,0.0
224,2022-02-10 21:17:13,1,1.0,easy,1,10,10,6.0,2022-02-10 21:17:33,2.0,1.0,0,351.0,1.0,win,90.0,,,,2022-02-10 21:17:42,9.0,1,1.0
225,2022-02-10 21:19:55,4,1.0,easy,1,10,10,2.0,2022-02-10 21:20:13,2.0,1.0,0,352.0,1.0,win,90.0,,,,2022-02-10 21:20:21,8.0,1,1.0
225,2022-02-10 21:19:55,4,1.0,easy,1,10,10,7.0,2022-02-10 21:20:25,1.0,,0,353.0,1.0,win,100.0,recommendation,,level of difficulty,2022-02-10 21:20:28,3.0,1,1.0
225,2022-02-10 21:19:55,4,2.0,medium,1,100,100,66.0,2022-02-10 21:20:33,3.0,2.0,0,354.0,1.0,win,60.0,recommendation,,target score,2022-02-10 21:20:47,14.0,1,1.0
225,2022-02-10 21:19:55,4,2.0,medium,1,100,100,12.0,2022-02-10 21:20:52,2.0,2.0,0,,,,,,,,,,0,
226,2022-02-10 21:27:33,10,1.0,easy,1,10,10,4.0,2022-02-10 21:27:54,2.0,1.0,0,355.0,1.0,win,90.0,,,,2022-02-10 21:28:03,9.0,1,1.0
226,2022-02-10 21:27:33,10,1.0,easy,1,10,10,8.0,2022-02-10 21:28:07,3.0,2.0,0,356.0,1.0,win,80.0,recommendation,,target score,2022-02-10 21:28:23,16.0,1,1.0
226,2022-02-10 21:27:33,10,1.0,easy,1,10,10,10.0,2022-02-10 21:28:27,3.0,2.0,0,357.0,1.0,win,80.0,recommendation,,target score,2022-02-10 21:28:38,11.0,1,1.0
226,2022-02-10 21:27:33,10,1.0,easy,1,10,10,7.0,2022-02-10 21:28:41,3.0,2.0,0,358.0,1.0,win,80.0,recommendation,,target score,2022-02-10 21:28:52,11.0,1,1.0
226,2022-02-10 21:27:33,10,1.0,easy,1,10,10,10.0,2022-02-10 21:28:55,2.0,1.0,0,359.0,1.0,win,90.0,recommendation,,level of difficulty,2022-02-10 21:29:03,8.0,1,1.0
226,2022-02-10 21:27:33,10,2.0,medium,1,100,100,2.0,2022-02-10 21:29:14,4.0,3.0,0,360.0,1.0,win,40.0,improvement,2.0,,2022-02-10 21:29:38,24.0,1,1.0
226,2022-02-10 21:27:33,10,2.0,medium,1,100,100,77.0,2022-02-10 21:29:44,4.0,3.0,0,361.0,1.0,win,40.0,recommendation,,target score,2022-02-10 21:30:27,43.0,1,1.0
226,2022-02-10 21:27:33,10,3.0,hard,1,1000,1000,728.0,2022-02-10 21:30:33,3.0,2.0,0,362.0,1.0,win,50.0,recommendation,,target score,2022-02-10 21:31:12,39.0,1,1.0
226,2022-02-10 21:27:33,10,3.0,hard,1,1000,1000,415.0,2022-02-10 21:31:17,3.0,2.0,1,363.0,2.0,lose,,,,,2022-02-10 21:32:02,45.0,0,1.0
226,2022-02-10 21:27:33,10,4.0,custom,1,25,25,19.0,2022-02-10 21:32:23,4.0,2.0,1,364.0,1.0,win,70.0,recommendation,,target score,2022-02-10 21:32:46,23.0,1,1.0
230,2022-02-12 08:58:45,2,4.0,custom,100,200,101,119.0,2022-02-12 08:59:01,7.0,6.0,0,366.0,1.0,win,40.0,improvement,2.0,,2022-02-12 09:04:06,305.0,1,1.0
230,2022-02-12 08:58:45,2,4.0,custom,100,200,101,112.0,2022-02-12 09:04:31,9.0,9.0,0,367.0,2.0,lose,,improvement,1.0,,2022-02-12 09:05:01,30.000000000000004,0,0.0
238,2022-02-12 23:29:53,1,1.0,easy,1,10,10,9.0,2022-02-12 23:30:09,1.0,1.0,0,,,,,,,,,,0,
239,2022-02-12 23:32:25,3,1.0,easy,1,10,10,10.0,2022-02-12 23:32:39,3.0,2.0,0,406.0,1.0,win,80.0,,,,2022-02-12 23:32:57,18.0,1,1.0
239,2022-02-12 23:32:25,3,3.0,hard,1,1000,1000,663.0,2022-02-12 23:33:05,3.0,3.0,0,407.0,2.0,lose,,,,,2022-02-12 23:33:36,31.000000000000004,0,1.0
239,2022-02-12 23:32:25,3,4.0,custom,7,12,6,9.0,2022-02-12 23:34:01,4.0,1.0,2,408.0,1.0,win,70.0,,,,2022-02-12 23:34:26,25.0,1,0.0
240,2022-02-13 09:51:01,3,2.0,medium,1,100,100,39.0,2022-02-13 09:51:21,3.0,2.0,0,409.0,1.0,win,60.0,,,,2022-02-13 09:51:49,28.0,1,1.0
240,2022-02-13 09:51:01,3,3.0,hard,1,1000,1000,383.0,2022-02-13 09:51:56,3.0,3.0,0,410.0,2.0,lose,,improvement,2.0,,2022-02-13 09:52:30,34.0,0,1.0
240,2022-02-13 09:51:01,3,4.0,custom,9,11,3,9.0,2022-02-13 09:52:49,4.0,1.0,2,411.0,1.0,win,70.0,recommendation,,target score,2022-02-13 09:53:21,32.0,1,0.0
243,2022-02-13 19:20:58,2,4.0,custom,99,101,3,101.0,2022-02-13 19:21:34,4.0,1.0,2,412.0,1.0,win,70.0,,,,2022-02-13 19:22:15,41.0,1,1.0
243,2022-02-13 19:20:58,2,1.0,easy,1,10,10,3.0,2022-02-13 19:22:18,3.0,2.0,0,413.0,1.0,win,80.0,recommendation,,target score,2022-02-13 19:22:35,17.0,1,0.0
244,2022-02-13 19:39:25,1,1.0,easy,1,10,10,7.0,2022-02-13 19:39:41,2.0,1.0,0,414.0,1.0,win,90.0,,,,2022-02-13 19:39:48,7.0,1,0.0
248,2022-02-13 19:50:15,3,1.0,easy,1,10,10,3.0,2022-02-13 19:50:29,2.0,1.0,0,416.0,1.0,win,90.0,,,,2022-02-13 19:50:37,8.0,1,1.0
248,2022-02-13 19:50:15,3,1.0,easy,1,10,10,9.0,2022-02-13 19:51:14,3.0,2.0,0,417.0,1.0,win,80.0,recommendation,,target score,2022-02-13 19:51:27,13.0,1,1.0
248,2022-02-13 19:50:15,3,1.0,easy,1,10,10,7.0,2022-02-13 20:01:11,3.0,2.0,0,418.0,1.0,win,80.0,,,,2022-02-13 20:01:22,11.0,1,0.0
249,2022-02-13 20:11:50,5,1.0,easy,1,10,10,1.0,2022-02-13 20:12:09,3.0,2.0,0,419.0,1.0,win,80.0,improvement,1.0,,2022-02-13 20:12:23,14.0,1,1.0
249,2022-02-13 20:11:50,5,1.0,easy,1,10,10,4.0,2022-02-13 20:12:35,2.0,1.0,0,420.0,1.0,win,90.0,recommendation,,level of difficulty,2022-02-13 20:12:44,9.0,1,1.0
249,2022-02-13 20:11:50,5,1.0,easy,1,10,10,1.0,2022-02-13 20:12:52,3.0,2.0,0,421.0,1.0,win,80.0,improvement,1.0,,2022-02-13 20:13:05,13.0,1,1.0
249,2022-02-13 20:11:50,5,1.0,easy,1,10,10,5.0,2022-02-13 20:13:15,1.0,,0,422.0,1.0,win,100.0,recommendation,,level of difficulty,2022-02-13 20:13:19,4.0,1,1.0
249,2022-02-13 20:11:50,5,1.0,easy,1,10,10,10.0,2022-02-13 20:14:44,5.0,4.0,0,423.0,1.0,win,60.0,recommendation,,target score,2022-02-13 20:15:21,37.0,1,0.0
250,2022-02-13 20:34:12,1,1.0,easy,1,10,10,9.0,2022-02-13 20:34:28,1.0,1.0,0,,,,,,,,,,0,
251,2022-02-13 20:37:22,2,1.0,easy,1,10,10,6.0,2022-02-13 20:37:37,1.0,,0,424.0,1.0,win,100.0,,,,2022-02-13 20:37:40,3.0,1,1.0
251,2022-02-13 20:37:22,2,1.0,easy,1,10,10,7.0,2022-02-13 20:37:44,1.0,1.0,0,,,,,,,,,,0,
252,2022-02-14 16:25:22,3,1.0,easy,1,10,10,10.0,2022-02-14 16:25:35,10.0,7.0,2,425.0,1.0,win,10.0,,,,2022-02-14 16:26:43,68.0,1,1.0
252,2022-02-14 16:25:22,3,2.0,medium,1,100,100,89.0,2022-02-14 16:26:53,3.0,2.0,0,426.0,1.0,win,60.0,recommendation,,target score,2022-02-14 16:27:15,22.0,1,1.0
252,2022-02-14 16:25:22,3,2.0,medium,1,100,100,74.0,2022-02-14 16:27:22,5.0,4.0,0,427.0,1.0,win,20.0,recommendation,,target score,2022-02-14 16:28:29,67.0,1,0.0
254,2022-02-17 20:13:48,1,3.0,hard,1,1000,1000,235.0,2022-02-17 20:14:03,1.0,1.0,0,,,,,,,,,,0,
255,2022-02-17 20:16:36,1,3.0,hard,1,1000,1000,352.0,2022-02-17 20:17:00,1.0,1.0,0,,,,,,,,,,0,
256,2022-02-17 20:19:18,1,3.0,hard,1,1000,1000,330.0,2022-02-17 20:19:32,3.0,3.0,0,428.0,2.0,lose,,,,,2022-02-17 20:20:06,34.0,0,0.0
257,2022-02-17 20:22:52,1,3.0,hard,1,1000,1000,795.0,2022-02-17 20:23:12,3.0,3.0,0,429.0,2.0,lose,,,,,2022-02-17 20:23:39,27.0,0,0.0
258,2022-02-17 20:25:13,1,3.0,hard,1,1000,1000,640.0,2022-02-17 20:25:28,3.0,2.0,0,430.0,1.0,win,50.0,,,,2022-02-17 20:25:46,18.0,1,0.0
259,2022-02-17 20:30:35,1,3.0,hard,1,1000,1000,39.0,2022-02-17 20:30:48,3.0,3.0,0,431.0,2.0,lose,,,,,2022-02-17 20:31:12,24.0,0,0.0
260,2022-02-17 20:45:31,5,3.0,hard,1,1000,1000,158.0,2022-02-17 20:45:45,4.0,3.0,0,432.0,1.0,win,25.0,improvement,1.0,,2022-02-17 20:46:19,34.0,1,1.0
260,2022-02-17 20:45:31,5,3.0,hard,1,1000,1000,390.0,2022-02-17 20:46:30,3.0,3.0,0,433.0,2.0,lose,,improvement,1.0,,2022-02-17 20:47:00,30.000000000000004,0,1.0
260,2022-02-17 20:45:31,5,3.0,hard,1,1000,1000,43.0,2022-02-17 20:47:14,1.0,1.0,0,434.0,3.0,quit,,,,,2022-02-17 20:47:20,6.0,0,1.0
260,2022-02-17 20:45:31,5,2.0,medium,1,100,100,57.0,2022-02-17 20:47:28,5.0,4.0,0,435.0,1.0,win,20.0,recommendation,,target score,2022-02-17 20:48:28,60.00000000000001,1,1.0
260,2022-02-17 20:45:31,5,2.0,medium,1,100,100,93.0,2022-02-17 20:48:42,4.0,3.0,0,436.0,1.0,win,40.0,recommendation,,target score,2022-02-17 20:49:03,21.0,1,0.0
261,2022-02-17 20:49:18,1,2.0,medium,1,100,100,80.0,2022-02-17 20:49:31,5.0,4.0,0,437.0,1.0,win,20.0,,,,2022-02-17 20:51:07,96.0,1,0.0
263,2022-02-17 21:58:29,4,2.0,medium,1,100,100,36.0,2022-02-17 21:59:59,4.0,4.0,0,438.0,2.0,lose,,,,,2022-02-17 22:00:59,60.00000000000001,0,1.0
263,2022-02-17 21:58:29,4,2.0,medium,1,100,100,10.0,2022-02-17 22:01:06,3.0,2.0,0,439.0,1.0,win,60.0,recommendation,,target score,2022-02-17 22:01:21,15.000000000000002,1,1.0
263,2022-02-17 21:58:29,4,2.0,medium,1,100,100,30.0,2022-02-17 22:01:32,4.0,3.0,0,440.0,1.0,win,40.0,improvement,2.0,,2022-02-17 22:02:02,30.000000000000004,1,1.0
263,2022-02-17 21:58:29,4,2.0,medium,1,100,100,70.0,2022-02-17 22:02:11,2.0,1.0,0,441.0,1.0,win,80.0,recommendation,,level of difficulty,2022-02-17 22:02:19,8.0,1,0.0
277,2022-02-18 19:52:11,2,1.0,easy,1,10,10,1.0,2022-02-18 19:52:54,3.0,2.0,0,442.0,1.0,win,80.0,,,,2022-02-18 19:53:08,14.0,1,1.0
277,2022-02-18 19:52:11,2,1.0,easy,1,10,10,8.0,2022-02-18 19:53:11,2.0,1.0,0,443.0,1.0,win,90.0,,,,2022-02-18 19:53:19,8.0,1,0.0
279,2022-02-18 20:05:34,2,2.0,medium,1,100,100,25.0,2022-02-18 20:05:55,4.0,3.0,0,444.0,1.0,win,40.0,,,,2022-02-18 20:06:47,52.0,1,1.0
279,2022-02-18 20:05:34,2,2.0,medium,1,100,100,47.0,2022-02-18 20:06:50,4.0,3.0,0,445.0,1.0,win,40.0,,,,2022-02-18 20:07:38,48.0,1,0.0
280,2022-02-19 03:35:28,4,2.0,medium,1,100,100,83.0,2022-02-19 03:36:00,2.0,1.0,0,446.0,1.0,win,80.0,,,,2022-02-19 03:36:10,10.0,1,1.0
280,2022-02-19 03:35:28,4,2.0,medium,1,100,100,64.0,2022-02-19 03:36:13,3.0,2.0,0,447.0,1.0,win,60.0,recommendation,,target score,2022-02-19 03:36:29,16.0,1,1.0
280,2022-02-19 03:35:28,4,2.0,medium,1,100,100,16.0,2022-02-19 03:36:43,3.0,2.0,0,448.0,1.0,win,60.0,recommendation,,target score,2022-02-19 03:37:31,48.0,1,1.0
280,2022-02-19 03:35:28,4,2.0,medium,1,100,100,35.0,2022-02-19 03:37:39,2.0,1.0,0,449.0,1.0,win,80.0,,,,2022-02-19 03:38:05,26.0,1,0.0
281,2022-02-19 04:03:37,3,3.0,hard,1,1000,1000,362.0,2022-02-19 04:04:06,3.0,2.0,0,450.0,1.0,win,50.0,improvement,2.0,,2022-02-19 04:04:26,20.0,1,1.0
281,2022-02-19 04:03:37,3,3.0,hard,1,1000,1000,477.0,2022-02-19 04:13:23,4.0,3.0,0,451.0,1.0,win,25.0,improvement,1.0,,2022-02-19 04:14:30,67.0,1,1.0
281,2022-02-19 04:03:37,3,3.0,hard,1,1000,1000,972.0,2022-02-19 04:14:41,4.0,3.0,0,452.0,1.0,win,25.0,,,,2022-02-19 04:16:53,132.0,1,0.0
